ID,Name,Moves
142,aerodactyl,"""razor-wind, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, bite, roar, supersonic, flamethrower, hyper-beam, strength, dragon-rage, rock-throw, earthquake, toxic, agility, rage, mimic, double-team, reflect, bide, fire-blast, swift, sky-attack, rest, rock-slide, substitute, thief, snore, curse, protect, scary-face, foresight, detect, sandstorm, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, dragon-breath, pursuit, iron-tail, hidden-power, twister, rain-dance, sunny-day, crunch, ancient-power, rock-smash, heat-wave, torment, facade, taunt, secret-power, air-cutter, rock-tomb, aerial-ace, dragon-claw, dragon-dance, rock-blast, roost, natural-gift, tailwind, payback, assurance, rock-polish, aqua-tail, dragon-pulse, earth-power, giga-impact, thunder-fang, ice-fang, fire-fang, defog, iron-head, stone-edge, captivate, stealth-rock, ominous-wind, hone-claws, wide-guard, smack-down, round, sky-drop, incinerate, bulldoze, hurricane, confide, laser-focus, brutal-swing, psychic-fangs, meteor-beam, dual-wingbeat"""
143,snorlax,"""mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, whirlwind, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, bite, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder, earthquake, fissure, toxic, psychic, rage, mimic, screech, double-team, harden, defense-curl, reflect, bide, metronome, self-destruct, lick, fire-blast, skull-bash, amnesia, psywave, rest, rock-slide, substitute, snore, curse, flail, protect, belly-drum, mud-slap, zap-cannon, icy-wind, outrage, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, pursuit, hidden-power, rain-dance, sunny-day, crunch, psych-up, shadow-ball, rock-smash, whirlpool, uproar, stockpile, swallow, facade, focus-punch, superpower, recycle, brick-break, yawn, snatch, secret-power, hyper-voice, rock-tomb, block, covet, shock-wave, water-pulse, hammer-arm, natural-gift, fling, gastro-acid, last-resort, seed-bomb, focus-blast, giga-impact, zen-headbutt, rock-climb, gunk-shot, iron-head, captivate, smack-down, heavy-slam, after-you, round, chip-away, incinerate, retaliate, bulldoze, work-up, wild-charge, heat-crash, belch, confide, power-up-punch, darkest-lariat, high-horsepower, stomping-tantrum, body-press, steel-roller, terrain-pulse"""
144,articuno,"""razor-wind, gust, whirlwind, fly, headbutt, take-down, double-edge, leer, roar, mist, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, peck, toxic, agility, rage, mimic, double-team, light-screen, haze, reflect, bide, swift, sky-attack, rest, substitute, mind-reader, snore, curse, powder-snow, protect, mud-slap, icy-wind, detect, sandstorm, endure, swagger, steel-wing, sleep-talk, return, frustration, hidden-power, twister, rain-dance, sunny-day, mirror-coat, ancient-power, rock-smash, hail, facade, helping-hand, secret-power, weather-ball, air-cutter, signal-beam, sheer-cold, aerial-ace, icicle-spear, water-pulse, roost, natural-gift, pluck, tailwind, u-turn, air-slash, brave-bird, giga-impact, avalanche, ice-shard, defog, ominous-wind, round, sky-drop, frost-breath, hurricane, freeze-dry, confide, laser-focus, aurora-veil, triple-axel, dual-wingbeat, tera-blast, ice-spinner, snowscape"""
145,zapdos,"""razor-wind, whirlwind, fly, headbutt, take-down, double-edge, leer, roar, hyper-beam, peck, drill-peck, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, agility, rage, mimic, double-team, light-screen, reflect, bide, swift, sky-attack, flash, rest, substitute, snore, curse, protect, mud-slap, zap-cannon, detect, sandstorm, endure, swagger, steel-wing, sleep-talk, return, frustration, baton-pass, hidden-power, twister, rain-dance, sunny-day, ancient-power, rock-smash, heat-wave, hail, facade, charge, helping-hand, secret-power, weather-ball, air-cutter, signal-beam, aerial-ace, shock-wave, roost, natural-gift, pluck, tailwind, u-turn, brave-bird, giga-impact, defog, discharge, charge-beam, ominous-wind, electro-ball, round, sky-drop, acrobatics, volt-switch, wild-charge, hurricane, confide, eerie-impulse, magnetic-flux, electric-terrain, laser-focus, rising-voltage, dual-wingbeat, tera-blast"""
146,moltres,"""razor-wind, gust, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, leer, roar, ember, flamethrower, hyper-beam, peck, solar-beam, fire-spin, toxic, agility, rage, mimic, double-team, reflect, bide, fire-blast, swift, sky-attack, rest, substitute, snore, curse, protect, mud-slap, detect, sandstorm, endure, swagger, steel-wing, sleep-talk, return, frustration, safeguard, hidden-power, twister, rain-dance, sunny-day, ancient-power, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, secret-power, weather-ball, air-cutter, overheat, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, flare-blitz, air-slash, brave-bird, giga-impact, defog, ominous-wind, flame-charge, round, sky-drop, incinerate, acrobatics, hurricane, confide, mystical-fire, laser-focus, burn-up, burning-jealousy, dual-wingbeat, scorching-sands, tera-blast"""
147,dratini,"""bind, slam, headbutt, body-slam, wrap, take-down, double-edge, leer, supersonic, flamethrower, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, dragon-rage, fire-spin, thunderbolt, thunder-wave, thunder, toxic, agility, rage, mimic, double-team, light-screen, haze, reflect, bide, fire-blast, waterfall, swift, skull-bash, rest, substitute, snore, curse, protect, zap-cannon, icy-wind, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, hidden-power, twister, rain-dance, sunny-day, extreme-speed, whirlpool, hail, facade, helping-hand, secret-power, dragon-dance, shock-wave, water-pulse, natural-gift, aqua-tail, dragon-pulse, dragon-rush, giga-impact, draco-meteor, iron-head, captivate, aqua-jet, round, incinerate, dragon-tail, confide, brutal-swing, breaking-swipe, scale-shot, tera-blast, chilling-water"""
148,dragonair,"""bind, slam, headbutt, horn-drill, body-slam, wrap, take-down, double-edge, leer, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, dragon-rage, fire-spin, thunderbolt, thunder-wave, thunder, toxic, agility, rage, mimic, double-team, light-screen, reflect, bide, fire-blast, waterfall, swift, skull-bash, rest, substitute, snore, curse, protect, zap-cannon, icy-wind, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, hidden-power, twister, rain-dance, sunny-day, whirlpool, hail, facade, helping-hand, secret-power, dragon-dance, shock-wave, water-pulse, natural-gift, aqua-tail, dragon-pulse, dragon-rush, giga-impact, draco-meteor, iron-head, captivate, round, incinerate, dragon-tail, confide, brutal-swing, breaking-swipe, scale-shot, tera-blast, chilling-water"""
149,dragonite,"""mega-punch, fire-punch, ice-punch, thunder-punch, razor-wind, cut, wing-attack, fly, bind, slam, mega-kick, headbutt, horn-drill, body-slam, wrap, take-down, double-edge, leer, roar, flamethrower, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, low-kick, strength, dragon-rage, fire-spin, thunderbolt, thunder-wave, thunder, earthquake, toxic, agility, rage, mimic, double-team, light-screen, reflect, bide, metronome, fire-blast, waterfall, swift, skull-bash, rest, rock-slide, substitute, snore, curse, protect, scary-face, mud-slap, zap-cannon, icy-wind, detect, outrage, sandstorm, endure, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, dragon-breath, encore, iron-tail, hidden-power, twister, rain-dance, sunny-day, extreme-speed, rock-smash, whirlpool, heat-wave, hail, facade, focus-punch, helping-hand, superpower, brick-break, secret-power, dive, air-cutter, rock-tomb, aerial-ace, dragon-claw, dragon-dance, shock-wave, water-pulse, roost, natural-gift, tailwind, fling, aqua-tail, air-slash, dragon-pulse, dragon-rush, focus-blast, giga-impact, defog, draco-meteor, iron-head, stone-edge, captivate, aqua-jet, ominous-wind, hone-claws, round, sky-drop, incinerate, bulldoze, dragon-tail, hurricane, confide, power-up-punch, brutal-swing, stomping-tantrum, body-press, breaking-swipe, scale-shot, dual-wingbeat, tera-blast, ice-spinner, snowscape, chilling-water"""
150,mewtwo,"""mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, flamethrower, mist, water-gun, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, earthquake, toxic, confusion, psychic, agility, rage, teleport, night-shade, mimic, double-team, recover, confuse-ray, barrier, light-screen, reflect, bide, metronome, self-destruct, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, rock-slide, tri-attack, substitute, nightmare, snore, curse, reversal, protect, scary-face, mud-slap, zap-cannon, icy-wind, detect, sandstorm, endure, swagger, sleep-talk, return, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, ancient-power, shadow-ball, future-sight, rock-smash, hail, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, trick, role-play, magic-coat, recycle, brick-break, skill-swap, imprison, snatch, secret-power, dive, rock-tomb, signal-beam, aerial-ace, bulk-up, calm-mind, shock-wave, water-pulse, gravity, miracle-eye, natural-gift, embargo, fling, me-first, power-swap, guard-swap, aura-sphere, poison-jab, dark-pulse, aqua-tail, power-gem, drain-punch, focus-blast, energy-ball, earth-power, giga-impact, nasty-plot, avalanche, psycho-cut, zen-headbutt, rock-climb, trick-room, stone-edge, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, electro-ball, low-sweep, foul-play, round, stored-power, ally-switch, hex, incinerate, bulldoze, psystrike, hurricane, confide, power-up-punch, laser-focus, psychic-terrain, speed-swap, brutal-swing, stomping-tantrum, life-dew, expanding-force, tera-blast, trailblaze, chilling-water"""
151,mew,"""pound, mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, razor-wind, swords-dance, cut, whirlwind, fly, bind, mega-kick, headbutt, horn-drill, body-slam, take-down, double-edge, pin-missile, roar, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, mega-drain, solar-beam, string-shot, dragon-rage, fire-spin, thunderbolt, thunder-wave, thunder, earthquake, fissure, dig, toxic, confusion, psychic, hypnosis, agility, rage, teleport, night-shade, mimic, screech, double-team, confuse-ray, defense-curl, barrier, light-screen, reflect, focus-energy, bide, metronome, self-destruct, egg-bomb, fire-blast, waterfall, swift, skull-bash, amnesia, soft-boiled, dream-eater, leech-life, sky-attack, transform, flash, psywave, explosion, rest, rock-slide, tri-attack, super-fang, substitute, thief, nightmare, snore, curse, reversal, spite, protect, scary-face, feint-attack, sludge-bomb, mud-slap, spikes, zap-cannon, icy-wind, detect, outrage, sandstorm, giga-drain, endure, charm, rollout, false-swipe, swagger, fury-cutter, steel-wing, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, megahorn, dragon-breath, baton-pass, encore, sweet-scent, iron-tail, metal-claw, synthesis, hidden-power, twister, rain-dance, sunny-day, crunch, psych-up, ancient-power, shadow-ball, future-sight, rock-smash, whirlpool, beat-up, fake-out, uproar, heat-wave, hail, torment, will-o-wisp, facade, focus-punch, nature-power, taunt, helping-hand, trick, role-play, superpower, magic-coat, recycle, revenge, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, dive, blaze-kick, hyper-voice, blast-burn, hydro-cannon, weather-ball, fake-tears, air-cutter, overheat, rock-tomb, silver-wind, cosmic-power, signal-beam, sand-tomb, muddy-water, bullet-seed, aerial-ace, icicle-spear, iron-defense, block, dragon-claw, frenzy-plant, bulk-up, bounce, mud-shot, poison-tail, covet, magical-leaf, calm-mind, leaf-blade, dragon-dance, rock-blast, shock-wave, water-pulse, roost, gravity, gyro-ball, brine, natural-gift, pluck, tailwind, u-turn, close-combat, payback, assurance, embargo, fling, gastro-acid, me-first, power-swap, guard-swap, last-resort, worry-seed, sucker-punch, toxic-spikes, magnet-rise, flare-blitz, aura-sphere, rock-polish, poison-jab, dark-pulse, aqua-tail, seed-bomb, air-slash, x-scissor, bug-buzz, dragon-pulse, power-gem, drain-punch, vacuum-wave, focus-blast, energy-ball, brave-bird, earth-power, giga-impact, nasty-plot, avalanche, shadow-claw, thunder-fang, ice-fang, fire-fang, psycho-cut, zen-headbutt, flash-cannon, rock-climb, defog, trick-room, draco-meteor, leaf-storm, power-whip, cross-poison, gunk-shot, iron-head, stone-edge, captivate, stealth-rock, grass-knot, bug-bite, charge-beam, ominous-wind, hone-claws, wonder-room, psyshock, venoshock, telekinesis, magic-room, smack-down, sludge-wave, heavy-slam, electro-ball, flame-charge, low-sweep, acid-spray, foul-play, after-you, round, echoed-voice, stored-power, ally-switch, scald, hex, sky-drop, incinerate, quash, acrobatics, reflect-type, retaliate, water-pledge, fire-pledge, grass-pledge, volt-switch, struggle-bug, bulldoze, frost-breath, dragon-tail, work-up, electroweb, wild-charge, drill-run, dual-chop, razor-shell, heat-crash, tail-slap, hurricane, snarl, phantom-force, disarming-voice, draining-kiss, grassy-terrain, misty-terrain, play-rough, confide, mystical-fire, eerie-impulse, venom-drench, electric-terrain, dazzling-gleam, infestation, power-up-punch, darkest-lariat, high-horsepower, solar-blade, laser-focus, throat-chop, pollen-puff, psychic-terrain, speed-swap, smart-strike, brutal-swing, aurora-veil, psychic-fangs, stomping-tantrum, liquidation, body-press, breaking-swipe, life-dew, steel-beam, expanding-force, steel-roller, scale-shot, meteor-beam, misty-explosion, grassy-glide, rising-voltage, terrain-pulse, skitter-smack, burning-jealousy, lash-out, poltergeist, corrosive-gas, coaching, flip-turn, triple-axel, dual-wingbeat, scorching-sands, tera-blast, ice-spinner, snowscape, pounce, trailblaze, chilling-water"""
152,chikorita,"""swords-dance, cut, vine-whip, headbutt, tackle, body-slam, double-edge, growl, counter, leech-seed, razor-leaf, solar-beam, poison-powder, toxic, mimic, double-team, light-screen, reflect, flash, rest, substitute, snore, curse, flail, protect, mud-slap, detect, giga-drain, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, sweet-scent, iron-tail, synthesis, hidden-power, sunny-day, ancient-power, facade, nature-power, ingrain, magic-coat, refresh, secret-power, aromatherapy, grass-whistle, bullet-seed, magical-leaf, natural-gift, wring-out, worry-seed, seed-bomb, energy-ball, leaf-storm, captivate, grass-knot, round, echoed-voice, heal-pulse, grass-pledge, work-up, grassy-terrain, confide"""
153,bayleef,"""swords-dance, cut, headbutt, tackle, body-slam, double-edge, growl, counter, strength, razor-leaf, solar-beam, poison-powder, toxic, mimic, double-team, light-screen, reflect, flash, rest, substitute, snore, curse, protect, mud-slap, detect, giga-drain, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, sweet-scent, iron-tail, synthesis, hidden-power, sunny-day, ancient-power, rock-smash, facade, nature-power, magic-coat, secret-power, aromatherapy, bullet-seed, magical-leaf, natural-gift, worry-seed, seed-bomb, energy-ball, captivate, grass-knot, round, echoed-voice, grass-pledge, work-up, confide, laser-focus"""
